expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2022-05-15,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-22,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,450,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-24,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,450,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-29,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-31,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,450,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-01,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,700,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-28,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-01,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-04,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,500,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-06,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-06,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-09,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-10,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-11,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-12,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-13,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-23,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-10,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-14,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-16,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-18,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-19,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-20,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,500,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-21,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-22,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-24,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-26,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-27,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-27,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-29,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-30,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-31,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-04,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-06,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-08,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-22,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-23,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-24,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-31,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-26,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-06,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,578.59,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-31,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-23,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-16,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-12,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-09,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-04,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,547.27,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-02,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-25,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-18,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-12,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-07,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,309.94,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-28,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-22,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-17,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-16,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-16,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-17,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-20,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-22,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-30,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-01,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-03,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-06,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,550,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-08,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-18,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,450,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-19,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-19,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-20,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-01,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-01,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-02,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-02,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-07,Facebook,FaceBook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,49.37,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,34.2,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.51,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.41,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-12,Facebook Inc.,FaceBook,1601 Willow Rd.  Menlo Park  California 94025,Business/Group/Organization,200,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2022-08-26,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,40,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-13,FACEBOOK,FaceBook,575 7th St NW  Washington  District Of Columbia 20004,Business/Group/Organization,118.98,Jackson  Branndon Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-06-06,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,15,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-06,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,15,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,15,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,25,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-13,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-08,Facebook  Inc.,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,25,Albornoz  Gabriel Ivan For Council,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2022-07-11,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-12,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-13,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-14,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-15,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-15,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-15,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-15,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-01,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,75,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-05,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5,Michael  Joe Keep Judge,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-27,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,2.64,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-04-27,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-04,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,125,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-14,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-15,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-19,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-23,FACEBOOK PAYMENTS INC,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,25,Cline  Jeff Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-01,Facebook,FaceBook,350 Camino Gardens Blvd  Suite 202  Boca Raton  Florida 33432,Business/Group/Organization,50,Lombardo  Darren Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-22,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8.75,Yang  Julie Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Yang  Julie Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-30,Facebook / Meta,FaceBook,1 One Hacker  Menlo Park  California 94025,Business/Group/Organization,433.25,Wu  Robert Tunghay Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-05,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-10,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-27,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33.82,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5,Fox (Margaret) for State's Attorney,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,144.48,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-26,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-29,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,156,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
